transcript	logFC	AveExpr	t	P.Value	adj.P.Val	B	DomainType	Coverage_max	Subfamily_hits	Domains
MER65-int_00416	0.05173195783810907	8.477862607472538	0.16640997298545807	0.8714158800547168	0.9097030452592298	-7.101362207759949	NA	NA	NA	NA
ERVL-E-int_02456	-0.05944355828207032	6.794237089602964	-0.16094175521081114	0.8756002572863624	0.9124676365405249	-6.807958907719541	NA	NA	NA	NA
LTR53-int_00001	0.03627963584483427	10.33431106289916	0.15247342015014229	0.8820883637590653	0.9176190684288701	-7.325675452262207	NA	NA	NA	NA
HERVK3-int_00078	0.08106297098875374	6.979605524785057	0.14903343950943893	0.8847266169847755	0.9187545637918824	-6.869101758810845	DUT | ENV | GAG | INT	0.493	HERVK3	DUT:0.49 | INT:0.39 | GAG:0.38 | ENV:0.36
MER57A-int_00647	0.07959109844313851	6.655625014330884	0.1364125708781393	0.8944185997143763	0.9251170867553693	-6.7719912582712665	NA	NA	NA	NA
HERVH-int_00611	-0.09614805324444362	6.120432936637984	-0.13271414771129997	0.89726231507046	0.9251170867553693	-6.633046567907281	AP | GAG | INT | RT	0.374	HERVH	RT:0.37 | AP:0.34 | INT:0.15 | GAG:0.13
HERV9N-int_00087	-0.08089710155277686	6.680968987200983	-0.1316532878715717	0.8980782964047607	0.9251170867553693	-6.774978937668201	GAG	0.191	HERV9N	GAG:0.19
LTR25-int_00143	-0.05435845417937703	7.100287051119913	-0.12746834866167311	0.901298445206853	0.9251170867553693	-6.896535704945436	RT	0.265	LTR25	RT:0.27
ERVL-E-int_05642	0.05161937050138966	6.509159516091957	0.1269374886367715	0.9017070585736082	0.9251170867553693	-6.724907317161674	NA	NA	NA	NA
ERVL-E-int_01646	-0.07296523920466653	6.4900412812622426	-0.1257162397135456	0.902647193242835	0.9251170867553693	-6.719262451776585	NA	NA	NA	NA
ERV3-16A3_I-int_00151	0.0453206146332298	7.470092818107123	0.12362509968722152	0.9042573523464477	0.9251170867553693	-6.958681907486497	NA	NA	NA	NA
HERVIP10B3-int_00054	-0.0412500047986389	6.839910713184757	-0.12341733261950467	0.9044173564074733	0.9251170867553693	-6.828852047172877	ENV | INT | RNaseH	0.993	HERVIP10B3	RNaseH:0.99 | ENV:0.33 | INT:0.15
HERVK3-int_00077	-0.025741013348640988	10.327543013254711	-0.12282906093737297	0.9048704165065145	0.9251170867553693	-7.329495133400651	ENV | INT | RT	0.605	HERVK3	INT:0.60 | RT:0.30 | ENV:0.09
PRIMAX-int_00099	0.04699831361962461	6.6066496664190595	0.11228743875600673	0.9129950715117352	0.928565693572933	-6.758013614508551	NA	NA	NA	NA
HERV3-int_00125	-0.038020537596049515	10.66558609112591	-0.11211896579967051	0.9131250063183046	0.928565693572933	-7.343706922641219	AP | ENV | GAG | INT | RNaseH | RT	0.8	HERV3	ENV:0.80 | RT:0.47 | RNaseH:0.46 | AP:0.41 | INT:0.40 | GAG:0.32
HERVK9-int_00160	0.03647831223053747	9.698867043107718	0.11203645933582324	0.9131886404386693	0.928565693572933	-7.282606429726791	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.956	HERVK9	RNaseH:0.96 | AP:0.91 | DUT:0.75 | RT:0.57 | INT:0.44 | ENV:0.11 | GAG:0.09
MER4-int_00942	-0.033260043582359025	7.33730578327512	-0.1103408849640183	0.9144965163975856	0.928565693572933	-6.942721486156186	NA	NA	NA	NA
MER68-int_00052	0.02420527881418614	9.465350396343542	0.09795158532811199	0.9240609211300033	0.9366760872887746	-7.255758799112953	NA	NA	NA	NA
Harlequin-int_00195	-0.03276536962872996	8.599632249423596	-0.08487159902378669	0.9341724481254499	0.9453124943552251	-7.129961602008954	GAG	0.127	Harlequin	GAG:0.13
HERVK9-int_00264	-0.042111318234282824	6.761508726929075	-0.07292690778120545	0.9434172436163137	0.953043950183827	-6.807965776092339	NA	NA	NA	NA
MER41-int_00387	-0.025209304332636094	6.705556136056878	-0.049018214710417236	0.9619471269558802	0.9701130618196823	-6.794453852028153	NA	NA	NA	NA
LOR1-int_00616	0.01091148123764507	7.130023851139611	0.03152295432304712	0.9755223423711707	0.9821360531669074	-6.913809232492198	INT	0.257	LOR1	INT:0.26
MER68-int_00050	0.004684455133895615	9.75665383675163	0.018583167590587424	0.9855683933222885	0.9905712785675792	-7.295313239236216	NA	NA	NA	NA
HERVK-int_00092	-0.003964170778034946	10.314410794907381	-0.015671103611069073	0.9878296652778469	0.9911669276605423	-7.337107402701066	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	RNaseH:1.00 | INT:1.00 | GAG:0.99 | AP:0.66 | DUT:0.55 | ENV:0.45 | RT:0.33 | ORFX:0.18
MER68-int_00051	-0.0019757415431396917	7.140275457349707	-0.005097020104031618	0.9960414430153282	0.9969428066991812	-6.916205927988245	NA	NA	NA	NA
HERV17-int_00262	-0.0016684100879721642	8.584779899587957	-0.003936420671471074	0.9969428066991812	0.9969428066991812	-7.131836239216583	NA	NA	NA	NA
